strain	Sample_ID	Sample_Source	Data_Source	date	Location	Serotype	Sero_Geno	yale	caribbean	florida	cmplt_date	year	n_obs	n_obs_date	n_obs_ds
FJ226067.1	DENV-4/US/BID-V860/1994	Henn_2008	NCBI	1994-XX-XX	Puerto-Rico	4	4_II	0	1	0	0	1994	58	58	58
EU854295.1	DENV-4/US/BID-V1083/1986	Henn_2008	NCBI	1986-XX-XX	Puerto-Rico	4	4_II	0	1	0	0	1986	5	5	5
EU854296.1	DENV-4/US/BID-V1093/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	4	4_II	0	1	0	0	1998	47	47	47
EU854297.1	DENV-4/US/BID-V1094/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	4	4_II	0	1	0	0	1998	47	47	47
FJ024424.1	DENV-4/US/BID-V1082/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	4	4_II	0	1	0	0	1998	47	47	47
M14931.2	814669	Zhao_1993	NCBI	1981-XX-XX	Dominican-Republic	4	4_II	0	1	0	0	1981	1	1	1
DH113	TVP-2177	Ott_2021	Yale	1989-XX-XX	Dominican-Republic	4	4_II	0	1	0	0	1989	1	1	1
Yale-DN00039	190397	FL-DPH	Yale	2013-08-14	Puerto-Rico	4	4_II_related	1	1	0	1	2013	4	4	4
Yale-DN00261	190134	FL-DPH	Yale	2012-08-20	Cuba	4	4_II	1	1	0	1	2012	2	2	2
Yale-DN00098	190116	FL-DPH	Yale	2012-10-03	Cuba	4	4_II	1	1	0	1	2012	2	2	2
Yale-DN00334	190446	FL-DPH	Yale	2013-09-06	Haiti	4	4_II	1	1	0	1	2013	1	1	1
Yale-DN00042-1	190288	FL-DPH	Yale	2013-08-18	Puerto-Rico	4	4_II_related	1	1	0	1	2013	4	4	4
Yale-DN00067	190339	FL-DPH	Yale	2016-03-21	Jamaica	4	4_II_related	1	1	0	1	2016	4	4	4
Yale-DN00257-1	190291	FL-DPH	Yale	2010-08-05	Puerto-Rico	4	4_II	1	1	0	1	2010	10	2	10
Yale-DN00342-1	190515	FL-DPH	Yale	2014-03-13	Bolivia	4	4_II	1	0	0	1	2014	1	1	1
Yale-DN00326	190110	FL-DPH	Yale	2013-12-06	Cuba	4	4_II	1	1	0	1	2013	2	2	2
Yale-DN00060	190086	FL-DPH	Yale	2016-02-05	Cuba	4	4_II	1	1	0	1	2016	2	2	2
Yale-DN00341	190022	FL-DPH	Yale	2014-08-06	Cuba	4	4_II	1	1	0	1	2014	1	1	1
Yale-DN00703-1	220307	FL-DPH	Yale	2022-06-15	Cuba	4	4_II	1	1	0	1	2022	195	195	195
Yale-DN00729	220168	FL-DPH	Yale	2022-06-19	Cuba	4	4_II	1	1	0	1	2022	195	195	195
Yale-DN00740-1	220173	FL-DPH	Yale	2022-07-05	Cuba	4	4_II	1	1	0	1	2022	195	195	195
Yale-DN00731-1	220041	FL-DPH	Yale	2022-06-24	Cuba	4	4_II	1	1	0	1	2022	195	195	195
Yale-DN00751-1	220076	FL-DPH	Yale	2022-07-11	Cuba	4	4_II	1	1	0	1	2022	195	195	195
US/DB406/2022	220164	FL-DPH	CDC	2022-08-10	Cuba	4	4_II	0	1	0	1	2022	195	195	195
US/DB407/2022	230630	FL-DPH	CDC	2022-10-08	Cuba	4	4_II	0	1	0	1	2022	195	195	195
US/DB408/2022	230611	FL-DPH	CDC	2022-10-24	Cuba	4	4_II	0	1	0	1	2022	195	195	195
US/DB409/2022	230677	FL-DPH	CDC	2022-10-26	Cuba	4	4_II	0	1	0	1	2022	195	195	195
Yale-DN00034-1	190154	FL-DPH	Yale	2013-09-04	Puerto-Rico	4	4_II	1	1	0	1	2013	4	4	4
Yale-DN00298-1	190458	FL-DPH	Yale	2013-08-21	Dominica	4	4_II_related	1	1	0	1	2013	1	1	1
Yale-DN00313-1	190268	FL-DPH	Yale	2014-06-21	Dominican-Republic	4	4_II	1	1	0	1	2014	2	2	2
Yale-DN00747-2	220002	FL-DPH	Yale	2022-07-15	Cuba	4	4_II	1	1	0	1	2022	195	195	195
OK469357.1	B7923325.3.01	Stica_2022	NCBI	2005-05-16	Puerto-Rico	4	4_I	0	1	0	1	2005	19	1	19
Yale-DN00839	230490	FL-DPH	Yale	2022-09-10	Nicaragua	4	4_II	1	0	0	1	2022	2	2	2
Yale-DN00899	230471	FL-DPH	Yale	2022-10-22	Nicaragua	4	4_II	1	0	0	1	2022	2	2	2
Yale-DN00919	230506	FL-DPH	Yale	2022-11-15	Cuba	4	4_II	1	1	0	1	2022	195	195	195
Yale-DN00950	230549	FL-DPH	Yale	2022-12-20	Cuba	4	4_II	1	1	0	1	2022	195	195	195
Yale-DN00988	220154	FL-DPH	Yale	2020-03-19	Paraguay	4	4_II	1	0	0	1	2020	2	1	2
Yale-DN01022	220040	FL-DPH	Yale	2022-07-21	Cuba	4	4_II	1	1	0	1	2022	195	195	195
Yale-DN01037	230081	FL-DPH	Yale	2022-08-24	El-Salvador	4	4_II	1	0	0	1	2022	1	1	1
MW945503.1	D85-052	Katzelnick_2021	NCBI	1985-XX-XX	Thailand	4	4_I	0	0	0	0	1985	2	2	2
MW945552.1	P73-1120	Katzelnick_2021	NCBI	1973-XX-XX	Malaysia	4	4_IV	0	0	0	0	1973	4	4	4
MW945636.1	M30153-AC36	Katzelnick_2021	NCBI	1973-XX-XX	Indonesia	4	4_II_related	0	0	0	0	1973	1	1	1
MW945664.1	81087	Katzelnick_2021	NCBI	2008-XX-XX	Myanmar	4	4_I	0	0	0	0	2008	3	3	3
MW881530.1	21XN04403 D4	Jiang_2021	NCBI	2021-01-08	China	4	4_II_related	0	0	0	1	2021	2	2	2
MW881266.1	703	Katzelnick_2021	NCBI	1999-XX-XX	Nicaragua	4	4_II	0	0	0	0	1999	2	2	2
MW793459.1	PDK48	Bifani_2021	NCBI	2021-01-XX	Thailand	4	4_II	0	0	0	0	2021	2	2	2
MW793460.1	1036	Bifani_2021	NCBI	2021-01-XX	Thailand	4	4_II	0	0	0	0	2021	2	2	2
MW301595.1	20XN34963_D4_Malaysia	Jiang_2020	NCBI	2020-06-18	China	4	4_II_related	0	0	0	1	2020	6	6	6
MT076955.1	KFA236	Shah_2020	NCBI	2015-02-XX	Kenya	4	4_II	0	0	0	0	2015	5	5	5
MH823210.1	JMB-006	Yohan_2019	NCBI	2014-XX-XX	Indonesia	4	4_II_related	0	0	0	0	2014	4	3	4
MH888334.1	CNR_16861	Touret_2019	NCBI	2013-01-04	Malaysia	4	4_II_related	0	0	0	1	2013	1	1	1
LC410202.1	Th17-091DV4	Phadungsombat_2018	NCBI	2017-06-XX	Thailand	4	4_I	0	0	0	0	2017	8	8	8
LC410203.1	Th17-098DV4	Phadungsombat_2018	NCBI	2017-06-XX	Thailand	4	4_I	0	0	0	0	2017	8	8	8
MH382789.1	PNG 2016a	Pyke_2018	NCBI	2016-XX-XX	Australia	4	4_II_related	0	0	0	0	2016	4	4	4
MF004387.1	Dakar_HD_34460	Baronti_2018	NCBI	1981-XX-XX	Senegal	4	4_II	0	0	0	0	1981	1	1	1
KY670635.1	D4/Philippines/0310aTw	Yang_2018	NCBI	2003-10-XX	Taiwan	4	4_I	0	0	0	0	2003	1	1	1
KY924607.1	DENV4-002	Quyen_2017	NCBI	2016-XX-XX	Vietnam	4	4_I	0	0	0	0	2016	5	1	5
KX845005.1	UOH_23916	Vaddadi_2017	NCBI	2015-XX-XX	India	4	4_I	0	0	0	0	2015	4	2	4
KU509287.1	DENV4-3274	Shihada_2017	NCBI	2009-XX-XX	India	4	4_I	0	0	0	0	2009	10	7	10
KU523871.1	PH-CN08-14	Wang_2016	NCBI	2014-02-13	Philippines	4	4_II_related	0	0	0	1	2014	7	1	7
KU523872.1	ID-CN27-15	Wang_2016	NCBI	2015-04-08	Indonesia	4	4_II_related	0	0	0	1	2015	2	1	2
LC069810.1	D4/Hu/India/NIID48/2009	Kato_2016	NCBI	2009-XX-XX	India	4	4_II_related	0	0	0	0	2009	10	7	10
KR011349.2	H241	Anez_2015	NCBI	1956-08-28	Philippines	4	4_I	0	0	0	1	1956	4	1	4
KF955510.1	DENV-4/KH/BID-V2055/2002	Zody_2014	NCBI	2002-XX-XX	Cambodia	4	4_I	0	0	0	0	2002	10	10	10
KF041260.1	D4/Pakistan/150/2009	Koo_2013	NCBI	2009-XX-XX	Pakistan	4	4_I	0	0	0	0	2009	4	4	4
JQ915081.1	PF09/290109-69	Aubry_2013	NCBI	2009-01-29	French-Polynesia	4	4_II_related	0	0	0	1	2009	5	5	5
JQ915082.1	PF09/230309-126	Aubry_2013	NCBI	2009-03-23	French-Polynesia	4	4_II_related	0	0	0	1	2009	5	5	5
JQ915083.1	PF09/080409-93	Aubry_2013	NCBI	2009-04-08	French-Polynesia	4	4_II_related	0	0	0	1	2009	5	5	5
JQ915084.1	PF10/150610-28	Aubry_2013	NCBI	2010-06-15	French-Polynesia	4	4_II_related	0	0	0	1	2010	1	1	1
JQ915085.1	NC08/200208-409	Aubry_2013	NCBI	2008-02-20	New-Caledonia	4	4_II_related	0	0	0	1	2008	1	1	1
JQ915086.1	NC09/050209-1413	Aubry_2013	NCBI	2009-02-05	New-Caledonia	4	4_II_related	0	0	0	1	2009	9	9	9
JQ915087.1	NC09/170309-6652	Aubry_2013	NCBI	2009-03-17	New-Caledonia	4	4_II_related	0	0	0	1	2009	9	9	9
JQ915088.1	NC09/020409-9266	Aubry_2013	NCBI	2009-04-02	New-Caledonia	4	4_II_related	0	0	0	1	2009	9	9	9
JQ915089.1	NC09/230909-14518	Aubry_2013	NCBI	2009-09-23	New-Caledonia	4	4_II_related	0	0	0	1	2009	9	9	9
JQ915090.1	WF09/010409-0001	Aubry_2013	NCBI	2009-04-01	Wallis-and-Futuna	4	4_II_related	0	0	0	1	2009	1	1	1
JQ922558.1	DENV-4/IND/624000/1962	Jayashri_2013	NCBI	1962-XX-XX	India	4	4_I_related	0	0	0	0	1962	1	1	1
JQ922559.1	DENV-4/IND/793679/1979	Jayashri_2013	NCBI	1979-XX-XX	India	4	4_I	0	0	0	0	1979	1	1	1
JQ922560.1	DENV-4/IND/0952326/2009	Jayashri_2013	NCBI	2009-XX-XX	India	4	4_I	0	0	0	0	2009	10	7	10
KC333651.1	GZ/9809/2012	Bai_2013	NCBI	2012-XX-XX	China	4	4_II_related	0	0	0	0	2012	7	5	7
JF262779.1	P75-514	Rossi_2012	NCBI	1975-XX-XX	Malaysia	4	4_IV	0	0	0	0	1975	6	6	6
JF262780.1	P73-1120	Rossi_2012	NCBI	1973-XX-XX	Malaysia	4	4_IV	0	0	0	0	1973	4	4	4
JF262781.1	INH6412	Rossi_2012	NCBI	1995-XX-XX	Venezuela	4	4_II	0	0	0	0	1995	1	1	1
JF262783.1	INDIA G11337	Rossi_2012	NCBI	1961-XX-XX	India	4	4_unassigned	0	0	0	0	1961	3	3	3
JN559740.2	DENV-4/ROR82	Nunes_2011	NCBI	1982-03-26	Brazil	4	4_II	0	0	0	1	1982	1	1	1
FJ196849.1	GD07/78	Wu_2011	NCBI	1978-XX-XX	China	4	4_II_related	0	0	0	0	1978	1	1	1
FJ196850.1	GD09/90	Wu_2011	NCBI	1990-XX-XX	China	4	4_I	0	0	0	0	1990	2	2	2
GU289913.1	341750	Kelly_2009	NCBI	1982-XX-XX	Colombia	4	4_II	0	0	0	0	1982	1	1	1
GQ868579.1	DENV-4/CO/BID-V3406/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	4	4_II	0	0	0	0	2001	7	7	7
GQ868580.1	DENV-4/CO/BID-V3407/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	4	4_II	0	0	0	0	2001	7	7	7
GQ868581.1	DENV-4/CO/BID-V3408/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	4	4_II	0	0	0	0	2001	7	7	7
GQ868582.1	DENV-4/CO/BID-V3409/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	4	4_II	0	0	0	0	2001	7	7	7
GQ868583.1	DENV-4/CO/BID-V3410/2004	Henn_2009	NCBI	2004-XX-XX	Colombia	4	4_II	0	0	0	0	2004	7	6	7
GQ868584.1	DENV-4/CO/BID-V3411/2004	Henn_2009	NCBI	2004-XX-XX	Colombia	4	4_II	0	0	0	0	2004	7	6	7
GQ868594.1	DENV-4/PH/BID-V3361/1956	Henn_2009	NCBI	1956-XX-XX	Philippines	4	4_I	0	0	0	0	1956	4	3	4
FJ882592.1	DENV-4/VE/BID-V2501/2008	Henn_2009	NCBI	2008-XX-XX	Venezuela	4	4_II	0	0	0	0	2008	9	9	9
FJ639742.1	DENV-4/VE/BID-V2170/1999	Henn_2009	NCBI	1999-XX-XX	Venezuela	4	4_II	0	0	0	0	1999	4	4	4
FJ639744.1	DENV-4/VE/BID-V2172/1999	Henn_2009	NCBI	1999-XX-XX	Venezuela	4	4_II	0	0	0	0	1999	4	4	4
FJ639745.1	DENV-4/VE/BID-V2173/1999	Henn_2009	NCBI	1999-XX-XX	Venezuela	4	4_II	0	0	0	0	1999	4	4	4
FJ024476.1	DENV-4/CO/BID-V1600/1997	Henn_2008	NCBI	1997-XX-XX	Colombia	4	4_II	0	0	0	0	1997	1	1	1
EF457906.1	P75-215	Vasilakis_2007	NCBI	1975-XX-XX	Malaysia	4	4_IV	0	0	0	0	1975	6	6	6
AY776330.1	Taiwan-2K0713	Su_2005	NCBI	2000-07-13	Taiwan	4	4_II_related	0	0	0	1	2000	1	1	1
AY618990.1	ThD4_0348_91	Klungthong_2005	NCBI	1991-XX-XX	Thailand	4	4_I	0	0	0	0	1991	6	4	6
AY618991.1	ThD4_0087_77	Klungthong_2005	NCBI	1977-XX-XX	Thailand	4	4_I	0	0	0	0	1977	1	1	1
AY762085.1	8976/95	Yoong_2004	NCBI	1995-XX-XX	Singapore	4	4_II	0	0	0	0	1995	2	2	2
AF289029.1	B5	Wang_2000	NCBI	1990-XX-XX	China	4	4_I	0	0	0	0	1990	2	2	2
MT597439.1	43257	Hwang_2020	NCBI	2010-XX-XX	South-Korea	4	4_II_related	0	0	0	0	2010	1	1	1
MH450305.1	DENVEN-CC0030	Lizarazo_2018	NCBI	2010-09-01	Venezuela	4	4_II	0	0	0	1	2010	6	5	6
MH450307.1	DENVEN-CC0093	Lizarazo_2018	NCBI	2011-02-16	Venezuela	4	4_II	0	0	0	1	2011	3	2	3
MH450308.1	DENVEN-CC0147	Lizarazo_2018	NCBI	2011-11-01	Venezuela	4	4_II	0	0	0	1	2011	3	2	3
MH450309.1	DENVEN-CC0186	Lizarazo_2018	NCBI	2012-07-17	Venezuela	4	4_II	0	0	0	1	2012	1	1	1
KX059024.1	SL684_C_SriLanka_2013.041	Uehara_2017	NCBI	2013-01-XX	Sri-Lanka	4	4_I	0	0	0	0	2013	4	4	4
KX059025.1	SL723_C_SriLanka_2013.101	Uehara_2017	NCBI	2013-02-XX	Sri-Lanka	4	4_I	0	0	0	0	2013	4	4	4
KX059026.1	SL747_C_SriLanka_2013.142	Uehara_2017	NCBI	2013-02-XX	Sri-Lanka	4	4_I	0	0	0	0	2013	4	4	4
KX059027.1	SL768_C_SriLanka_2013.211	Uehara_2017	NCBI	2013-03-XX	Sri-Lanka	4	4_I	0	0	0	0	2013	4	4	4
OK040058.1	KAJP29_DENV1_Borneo_South.East.Asia_2017	Alfsnes_2021	NCBI	2017-XX-XX	Borneo	4	4_II_related	0	0	0	0	2017	2	2	2
OK605599.1	DKE-121	Chen_2021	NCBI	2007-XX-XX	Borneo	4	4_IV_related	0	0	0	0	2007	1	1	1
AP008	P_7-1006	Ott_2021	Yale	1969-XX-XX	Malaysia	4	4_I	0	0	0	0	1969	4	3	4
AP009	P_73-1120	Ott_2021	Yale	1973-XX-XX	Malaysia	4	4_IV	0	0	0	0	1973	4	4	4
AP010	P_75-215	Ott_2021	Yale	1975-XX-XX	Malaysia	4	4_IV	0	0	0	0	1975	6	6	6
AP011	P_75-514/P_75-54	Ott_2021	Yale	1975-XX-XX	Malaysia	4	4_IV	0	0	0	0	1975	6	6	6
AP012	P_9-592	Ott_2021	Yale	1971-05-17	Malaysia	4	4_I	0	0	0	1	1971	1	1	1
DH114	TVP-2174	Ott_2021	Yale	1987-XX-XX	El-Salvador	4	4_II	0	0	0	0	1987	1	1	1
DH115	G_11337	Ott_2021	Yale	1961-XX-XX	India	4	4_II	0	0	0	0	1961	3	3	3
DH116	611319	Ott_2021	Yale	1961-XX-XX	India	4	4_unassigned	0	0	0	0	1961	3	3	3
DH117	I_654219-1	Ott_2021	Yale	1965-XX-XX	India	4	4_unassigned	0	0	0	0	1965	1	1	1
DH118	JKT_84-759	Ott_2021	Yale	1984-XX-XX	Indonesia	4	4_I_related	0	0	0	0	1984	6	6	6
DH119	JKT_85-934	Ott_2021	Yale	1985-XX-XX	Indonesia	4	4_II	0	0	0	0	1985	6	6	6
DH122	PRS_228800	Ott_2021	Yale	1978-XX-XX	Sri-Lanka	4	4_I	0	0	0	0	1978	2	2	2
DH123	PRS_228800	Ott_2021	Yale	1978-XX-XX	Sri-Lanka	4	4_I	0	0	0	0	1978	2	2	2
DH124	779157	Ott_2021	Yale	1988-XX-XX	Taiwan	4	4_I	0	0	0	0	1988	4	3	4
DH125	88609	Ott_2021	Yale	1990-XX-XX	Venezuela	4	4_I	0	0	0	0	1990	9	6	9
DH127	JQ_10-90	Ott_2021	Yale	1990-XX-XX	Venezuela	4	4_II	0	0	0	0	1990	9	6	9
DH129	INS_352066	Ott_2021	Yale	1988-XX-XX	Colombia	4	4_II	0	0	0	0	1988	2	2	2
DH138	P73-1120	Ott_2021	Yale	1973-XX-XX	Malaysia	4	4_IV	0	0	0	0	1973	4	4	4
DH139	P_75-215	Ott_2021	Yale	1975-XX-XX	Malaysia	4	4_IV	0	0	0	0	1975	6	6	6
DH140	P_75-514/P_75-54	Ott_2021	Yale	1975-XX-XX	Malaysia	4	4_IV	0	0	0	0	1975	6	6	6
DH149_AMPL	V0624301-AC_33	Ott_2021	Yale	2011-XX-XX	Cambodia	4	4_I	0	0	0	0	2011	4	2	4
DH157_AMPL	SL_11-17-03	Ott_2021	Yale	2003-11-17	Sri-Lanka	4	4_I	0	0	0	1	2003	2	1	2
DH170_AMPL	81087	Ott_2021	Yale	2008-XX-XX	Myanmar	4	4_I	0	0	0	0	2008	3	3	3
OP600478.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-08-XX	Malaysia	4	4_II_related	0	0	0	0	2020	5	5	5
OP600495.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-09-XX	Malaysia	4	4_II_related	0	0	0	0	2020	5	5	5
OP600496.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2021-09-XX	Malaysia	4	4_II_related	0	0	0	0	2021	6	3	6
OP600497.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-05-XX	Malaysia	4	4_II_related	0	0	0	0	2020	5	5	5
OP600498.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2021-11-XX	Malaysia	4	4_II_related	0	0	0	0	2021	6	3	6
OP600499.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-06-XX	Malaysia	4	4_II_related	0	0	0	0	2022	6	6	6
OP600506.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-07-XX	Malaysia	4	4_II_related	0	0	0	0	2020	5	5	5
OP600507.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-10-XX	Malaysia	4	4_II_related	0	0	0	0	2020	5	5	5
OP600508.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2021-11-XX	Malaysia	4	4_II_related	0	0	0	0	2021	6	3	6
OP600509.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	4	4_II_related	0	0	0	0	2022	6	6	6
OP600510.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	4	4_II_related	0	0	0	0	2022	6	6	6
OP600511.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	4	4_II_related	0	0	0	0	2022	6	6	6
OP600512.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	4	4_II_related	0	0	0	0	2022	6	6	6
OP604360.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	4	4_II_related	0	0	0	0	2022	6	6	6
OP410999.1	SG(EHI)D4/16693AUG09	Hapuarachchi_2022	NCBI	2009-08-XX	Singapore	4	4_II_related	0	0	0	0	2009	9	9	9
ON907584.1	21XN04403_D4_MYS	Su_2022	NCBI	2021-01-08	Malaysia	4	4_II_related	0	0	0	1	2021	6	3	6
ON908239.1	21XN04403	Su_2022	NCBI	2021-01-08	Malaysia	4	4_II_related	0	0	0	1	2021	6	3	6
ON908241.1	18XN13312	Su_2022	NCBI	2018-05-17	Cambodia	4	4_I	0	0	0	1	2018	7	5	7
ON908242.1	18XN16107	Su_2022	NCBI	2018-06-16	Cambodia	4	4_I	0	0	0	1	2018	7	5	7
ON891131.1	21XN04403_D4_MYS	Su_2022	NCBI	2021-01-08	Malaysia	4	4_II_related	0	0	0	1	2021	6	3	6
ON891141.1	18XN13312_D4_KHM	Su_2022	NCBI	2018-05-17	Cambodia	4	4_I	0	0	0	1	2018	7	5	7
ON891143.1	18XN16107_D4_KHM	Su_2022	NCBI	2018-06-16	Cambodia	4	4_I	0	0	0	1	2018	7	5	7
MZ215848.1	DKE-121	Mayer_2022	NCBI	2007-05-21	Malaysia	4	4_IV_related	0	0	0	1	2007	2	1	2
